ISO_Code;Grand secteur d'activité;Date;Valeur
FR-51;GS5 Autres services marchands hors intérim;01/01/2020;4727
FR-51;GS7 Services non marchands;01/01/2020;1323
FR-51;GS2 Construction;01/01/2020;1606
FR-52;GS3 Commerce;01/01/2020;911
FR-52;GS2 Construction;01/01/2020;459
FR-52;GS6 Intérim;01/01/2020;53
FR-52;GS5 Autres services marchands hors intérim;01/01/2020;1184
FR-52;GS7 Services non marchands;01/01/2020;367
FR-52;GS1 Industrie;01/01/2020;469
FR-52;GS4 Hôtellerie-restauration;01/01/2020;275
FR-53;GS5 Autres services marchands hors intérim;01/01/2020;2396
FR-53;GS7 Services non marchands;01/01/2020;685
FR-53;GS6 Intérim;01/01/2020;118
FR-53;GS4 Hôtellerie-restauration;01/01/2020;487
FR-53;GS1 Industrie;01/01/2020;776
FR-53;GS3 Commerce;01/01/2020;1552
FR-53;GS2 Construction;01/01/2020;967
FR-54;GS4 Hôtellerie-restauration;01/01/2020;1310
FR-54;GS6 Intérim;01/01/2020;130
FR-54;GS5 Autres services marchands hors intérim;01/01/2020;5682
FR-54;GS3 Commerce;01/01/2020;3410
FR-54;GS2 Construction;01/01/2020;1701
FR-54;GS1 Industrie;01/01/2020;1267
FR-54;GS7 Services non marchands;01/01/2020;1691
FR-55;GS5 Autres services marchands hors intérim;01/01/2020;1018
FR-55;GS2 Construction;01/01/2020;499
FR-55;GS3 Commerce;01/01/2020;777
FR-55;GS1 Industrie;01/01/2020;392
FR-55;GS6 Intérim;01/01/2020;25
FR-55;GS7 Services non marchands;01/01/2020;431
FR-55;GS4 Hôtellerie-restauration;01/01/2020;274
FR-56;GS5 Autres services marchands hors intérim;01/01/2020;6379
FR-56;GS6 Intérim;01/01/2020;258
FR-56;GS4 Hôtellerie-restauration;01/01/2020;2089
FR-56;GS3 Commerce;01/01/2020;4422
FR-56;GS7 Services non marchands;01/01/2020;1795
FR-56;GS1 Industrie;01/01/2020;1797
FR-56;GS2 Construction;01/01/2020;2813
FR-57;GS4 Hôtellerie-restauration;01/01/2020;2115
FR-57;GS2 Construction;01/01/2020;2802
FR-57;GS6 Intérim;01/01/2020;341
FR-57;GS7 Services non marchands;01/01/2020;2573
FR-57;GS5 Autres services marchands hors intérim;01/01/2020;7037
FR-57;GS1 Industrie;01/01/2020;1799
FR-57;GS3 Commerce;01/01/2020;5282
FR-58;GS7 Services non marchands;01/01/2020;488
FR-58;GS5 Autres services marchands hors intérim;01/01/2020;1448
FR-58;GS1 Industrie;01/01/2020;431
FR-58;GS4 Hôtellerie-restauration;01/01/2020;399
FR-58;GS6 Intérim;01/01/2020;44
FR-58;GS2 Construction;01/01/2020;605
FR-58;GS3 Commerce;01/01/2020;1065
FR-59;GS1 Industrie;01/01/2020;4093
FR-59;GS5 Autres services marchands hors intérim;01/01/2020;21217
FR-59;GS3 Commerce;01/01/2020;12620
FR-59;GS2 Construction;01/01/2020;5483
FR-59;GS6 Intérim;01/01/2020;690
FR-59;GS7 Services non marchands;01/01/2020;5953
FR-59;GS4 Hôtellerie-restauration;01/01/2020;5172
FR-60;GS3 Commerce;01/01/2020;3692
FR-60;GS2 Construction;01/01/2020;2347
FR-60;GS5 Autres services marchands hors intérim;01/01/2020;5892
FR-60;GS6 Intérim;01/01/2020;210
FR-60;GS7 Services non marchands;01/01/2020;1387
FR-60;GS1 Industrie;01/01/2020;1469
FR-60;GS4 Hôtellerie-restauration;01/01/2020;1424
FR-61;GS3 Commerce;01/01/2020;1482
FR-61;GS1 Industrie;01/01/2020;694
FR-61;GS2 Construction;01/01/2020;939
FR-61;GS5 Autres services marchands hors intérim;01/01/2020;1814
FR-61;GS7 Services non marchands;01/01/2020;677
FR-61;GS6 Intérim;01/01/2020;74
FR-61;GS4 Hôtellerie-restauration;01/01/2020;515
FR-62;GS1 Industrie;01/01/2020;2251
FR-62;GS2 Construction;01/01/2020;3516
FR-62;GS3 Commerce;01/01/2020;7077
FR-62;GS4 Hôtellerie-restauration;01/01/2020;2537
FR-62;GS5 Autres services marchands hors intérim;01/01/2020;8953
FR-62;GS6 Intérim;01/01/2020;347
FR-62;GS7 Services non marchands;01/01/2020;3146
FR-63;GS2 Construction;01/01/2020;2128
FR-63;GS1 Industrie;01/01/2020;1462
FR-63;GS3 Commerce;01/01/2020;3695
FR-63;GS6 Intérim;01/01/2020;172
FR-63;GS4 Hôtellerie-restauration;01/01/2020;1597
FR-63;GS5 Autres services marchands hors intérim;01/01/2020;6019
FR-63;GS7 Services non marchands;01/01/2020;1416
FR-64;GS4 Hôtellerie-restauration;01/01/2020;2062
FR-64;GS7 Services non marchands;01/01/2020;1979
FR-64;GS6 Intérim;01/01/2020;231
FR-64;GS5 Autres services marchands hors intérim;01/01/2020;7964
FR-64;GS2 Construction;01/01/2020;2533
FR-64;GS1 Industrie;01/01/2020;1728
FR-64;GS3 Commerce;01/01/2020;4807
FR-65;GS5 Autres services marchands hors intérim;01/01/2020;2038
FR-65;GS7 Services non marchands;01/01/2020;620
FR-65;GS6 Intérim;01/01/2020;72
FR-65;GS1 Industrie;01/01/2020;520
FR-65;GS3 Commerce;01/01/2020;1410
FR-65;GS2 Construction;01/01/2020;680
FR-65;GS4 Hôtellerie-restauration;01/01/2020;719
FR-66;GS5 Autres services marchands hors intérim;01/01/2020;4661
FR-66;GS3 Commerce;01/01/2020;3156
FR-66;GS6 Intérim;01/01/2020;83
FR-66;GS7 Services non marchands;01/01/2020;1122
FR-66;GS4 Hôtellerie-restauration;01/01/2020;1536
FR-66;GS1 Industrie;01/01/2020;791
FR-66;GS2 Construction;01/01/2020;1741
FR-67;GS3 Commerce;01/01/2020;6925
FR-67;GS1 Industrie;01/01/2020;2437
FR-67;GS5 Autres services marchands hors intérim;01/01/2020;11619
FR-67;GS2 Construction;01/01/2020;3864
FR-67;GS7 Services non marchands;01/01/2020;3668
FR-67;GS6 Intérim;01/01/2020;440
FR-67;GS4 Hôtellerie-restauration;01/01/2020;3040
FR-68;GS2 Construction;01/01/2020;2332
FR-68;GS7 Services non marchands;01/01/2020;1870
FR-68;GS6 Intérim;01/01/2020;254
FR-68;GS1 Industrie;01/01/2020;1558
FR-68;GS3 Commerce;01/01/2020;4517
FR-68;GS5 Autres services marchands hors intérim;01/01/2020;6215
FR-68;GS4 Hôtellerie-restauration;01/01/2020;1925
FR-69;GS1 Industrie;01/01/2020;4479
FR-69;GS7 Services non marchands;01/01/2020;5199
FR-69;GS6 Intérim;01/01/2020;895
FR-69;GS4 Hôtellerie-restauration;01/01/2020;5216
FR-69;GS3 Commerce;01/01/2020;12835
FR-69;GS2 Construction;01/01/2020;6479
FR-69;GS5 Autres services marchands hors intérim;01/01/2020;27903
FR-70;GS2 Construction;01/01/2020;673
FR-70;GS7 Services non marchands;01/01/2020;485
FR-70;GS3 Commerce;01/01/2020;1142
FR-70;GS5 Autres services marchands hors intérim;01/01/2020;1365
FR-70;GS6 Intérim;01/01/2020;61
FR-70;GS1 Industrie;01/01/2020;597
FR-70;GS4 Hôtellerie-restauration;01/01/2020;320
FR-71;GS2 Construction;01/01/2020;1788
FR-71;GS3 Commerce;01/01/2020;3392
FR-71;GS5 Autres services marchands hors intérim;01/01/2020;4270
FR-71;GS1 Industrie;01/01/2020;1365
FR-71;GS6 Intérim;01/01/2020;224
FR-71;GS7 Services non marchands;01/01/2020;1150
FR-71;GS4 Hôtellerie-restauration;01/01/2020;1220
FR-72;GS3 Commerce;01/01/2020;2619
FR-72;GS4 Hôtellerie-restauration;01/01/2020;1031
FR-72;GS2 Construction;01/01/2020;1409
FR-72;GS7 Services non marchands;01/01/2020;1115
FR-72;GS6 Intérim;01/01/2020;181
FR-72;GS5 Autres services marchands hors intérim;01/01/2020;4100
FR-72;GS1 Industrie;01/01/2020;1168
FR-73;GS6 Intérim;01/01/2020;167
FR-73;GS5 Autres services marchands hors intérim;01/01/2020;5893
FR-73;GS4 Hôtellerie-restauration;01/01/2020;2316
FR-73;GS7 Services non marchands;01/01/2020;1018
FR-73;GS2 Construction;01/01/2020;1992
FR-73;GS1 Industrie;01/01/2020;1196
FR-73;GS3 Commerce;01/01/2020;3427
FR-74;GS4 Hôtellerie-restauration;01/01/2020;3028
FR-74;GS3 Commerce;01/01/2020;5533
FR-74;GS5 Autres services marchands hors intérim;01/01/2020;8953
FR-74;GS7 Services non marchands;01/01/2020;1700
FR-74;GS2 Construction;01/01/2020;3223
FR-74;GS1 Industrie;01/01/2020;2168
FR-74;GS6 Intérim;01/01/2020;263
FR-75;GS4 Hôtellerie-restauration;01/01/2020;17350
FR-75;GS3 Commerce;01/01/2020;24184
FR-75;GS6 Intérim;01/01/2020;1105
FR-75;GS5 Autres services marchands hors intérim;01/01/2020;95589
FR-75;GS7 Services non marchands;01/01/2020;8728
FR-75;GS2 Construction;01/01/2020;6751
FR-75;GS1 Industrie;01/01/2020;4190
FR-76;GS3 Commerce;01/01/2020;6166
FR-76;GS1 Industrie;01/01/2020;2265
FR-76;GS7 Services non marchands;01/01/2020;2661
FR-76;GS6 Intérim;01/01/2020;406
FR-76;GS2 Construction;01/01/2020;3093
FR-76;GS5 Autres services marchands hors intérim;01/01/2020;10721
FR-76;GS4 Hôtellerie-restauration;01/01/2020;2695
FR-77;GS2 Construction;01/01/2020;5484
FR-77;GS1 Industrie;01/01/2020;2300
FR-77;GS7 Services non marchands;01/01/2020;2381
FR-77;GS6 Intérim;01/01/2020;385
FR-77;GS3 Commerce;01/01/2020;7501
FR-77;GS5 Autres services marchands hors intérim;01/01/2020;11820
FR-77;GS4 Hôtellerie-restauration;01/01/2020;2674
FR-78;GS4 Hôtellerie-restauration;01/01/2020;3003
FR-78;GS7 Services non marchands;01/01/2020;2884
FR-78;GS1 Industrie;01/01/2020;1732
FR-78;GS6 Intérim;01/01/2020;212
FR-78;GS2 Construction;01/01/2020;4082
FR-78;GS3 Commerce;01/01/2020;7298
FR-78;GS5 Autres services marchands hors intérim;01/01/2020;14894
FR-79;GS2 Construction;01/01/2020;1088
FR-79;GS3 Commerce;01/01/2020;1839
FR-79;GS6 Intérim;01/01/2020;142
FR-79;GS1 Industrie;01/01/2020;774
FR-79;GS5 Autres services marchands hors intérim;01/01/2020;2842
FR-79;GS4 Hôtellerie-restauration;01/01/2020;591
FR-79;GS7 Services non marchands;01/01/2020;707
FR-80;GS6 Intérim;01/01/2020;143
FR-80;GS2 Construction;01/01/2020;1340
FR-80;GS7 Services non marchands;01/01/2020;1090
FR-80;GS4 Hôtellerie-restauration;01/01/2020;1108
FR-80;GS3 Commerce;01/01/2020;2664
FR-80;GS5 Autres services marchands hors intérim;01/01/2020;3952
FR-80;GS1 Industrie;01/01/2020;1038
FR-81;GS4 Hôtellerie-restauration;01/01/2020;704
FR-81;GS3 Commerce;01/01/2020;2463
FR-81;GS7 Services non marchands;01/01/2020;940
FR-81;GS6 Intérim;01/01/2020;112
FR-81;GS2 Construction;01/01/2020;1369
FR-81;GS5 Autres services marchands hors intérim;01/01/2020;3147
FR-81;GS1 Industrie;01/01/2020;1165
FR-82;GS2 Construction;01/01/2020;875
FR-82;GS1 Industrie;01/01/2020;568
FR-82;GS7 Services non marchands;01/01/2020;598
FR-82;GS6 Intérim;01/01/2020;102
FR-82;GS3 Commerce;01/01/2020;1577
FR-82;GS4 Hôtellerie-restauration;01/01/2020;462
FR-82;GS5 Autres services marchands hors intérim;01/01/2020;1985
FR-83;GS2 Construction;01/01/2020;4971
FR-83;GS1 Industrie;01/01/2020;2001
FR-83;GS5 Autres services marchands hors intérim;01/01/2020;11108
FR-83;GS7 Services non marchands;01/01/2020;2699
FR-83;GS3 Commerce;01/01/2020;7431
FR-83;GS6 Intérim;01/01/2020;267
FR-83;GS4 Hôtellerie-restauration;01/01/2020;3739
FR-84;GS1 Industrie;01/01/2020;1320
FR-84;GS4 Hôtellerie-restauration;01/01/2020;1767
FR-84;GS3 Commerce;01/01/2020;4477
FR-84;GS5 Autres services marchands hors intérim;01/01/2020;6115
FR-84;GS2 Construction;01/01/2020;2492
FR-84;GS6 Intérim;01/01/2020;228
FR-84;GS7 Services non marchands;01/01/2020;1474
FR-85;GS2 Construction;01/01/2020;2736
FR-85;GS7 Services non marchands;01/01/2020;1568
FR-85;GS3 Commerce;01/01/2020;3796
FR-85;GS1 Industrie;01/01/2020;1727
FR-85;GS4 Hôtellerie-restauration;01/01/2020;1674
FR-85;GS6 Intérim;01/01/2020;293
FR-85;GS5 Autres services marchands hors intérim;01/01/2020;5931
FR-86;GS7 Services non marchands;01/01/2020;987
FR-86;GS2 Construction;01/01/2020;1137
FR-86;GS1 Industrie;01/01/2020;864
FR-86;GS3 Commerce;01/01/2020;2073
FR-86;GS6 Intérim;01/01/2020;130
FR-86;GS5 Autres services marchands hors intérim;01/01/2020;3473
FR-86;GS4 Hôtellerie-restauration;01/01/2020;724
FR-87;GS4 Hôtellerie-restauration;01/01/2020;721
FR-87;GS7 Services non marchands;01/01/2020;801
FR-87;GS6 Intérim;01/01/2020;104
FR-87;GS2 Construction;01/01/2020;1017
FR-87;GS1 Industrie;01/01/2020;802
FR-87;GS5 Autres services marchands hors intérim;01/01/2020;3147
FR-87;GS3 Commerce;01/01/2020;2014
FR-88;GS7 Services non marchands;01/01/2020;818
FR-88;GS4 Hôtellerie-restauration;01/01/2020;847
FR-88;GS5 Autres services marchands hors intérim;01/01/2020;2611
FR-88;GS1 Industrie;01/01/2020;1102
FR-88;GS6 Intérim;01/01/2020;113
FR-88;GS3 Commerce;01/01/2020;2160
FR-88;GS2 Construction;01/01/2020;1229
FR-89;GS3 Commerce;01/01/2020;1788
FR-89;GS1 Industrie;01/01/2020;792
FR-89;GS2 Construction;01/01/2020;1055
FR-89;GS5 Autres services marchands hors intérim;01/01/2020;2369
FR-89;GS4 Hôtellerie-restauration;01/01/2020;685
FR-89;GS6 Intérim;01/01/2020;129
FR-89;GS7 Services non marchands;01/01/2020;693
FR-90;GS5 Autres services marchands hors intérim;01/01/2020;1053
FR-90;GS4 Hôtellerie-restauration;01/01/2020;262
FR-90;GS7 Services non marchands;01/01/2020;325
FR-90;GS6 Intérim;01/01/2020;43
FR-90;GS1 Industrie;01/01/2020;249
FR-90;GS2 Construction;01/01/2020;363
FR-90;GS3 Commerce;01/01/2020;688
FR-91;GS4 Hôtellerie-restauration;01/01/2020;2225
FR-91;GS6 Intérim;01/01/2020;231
FR-91;GS7 Services non marchands;01/01/2020;2151
FR-91;GS3 Commerce;01/01/2020;6230
FR-91;GS5 Autres services marchands hors intérim;01/01/2020;11528
FR-91;GS2 Construction;01/01/2020;4776
FR-91;GS1 Industrie;01/01/2020;1686
FR-92;GS4 Hôtellerie-restauration;01/01/2020;4615
FR-92;GS6 Intérim;01/01/2020;217
FR-92;GS5 Autres services marchands hors intérim;01/01/2020;28357
FR-92;GS7 Services non marchands;01/01/2020;3654
FR-92;GS1 Industrie;01/01/2020;1830
FR-92;GS2 Construction;01/01/2020;3557
FR-92;GS3 Commerce;01/01/2020;8146
FR-93;GS4 Hôtellerie-restauration;01/01/2020;3603
FR-93;GS7 Services non marchands;01/01/2020;2597
FR-93;GS6 Intérim;01/01/2020;203
FR-93;GS5 Autres services marchands hors intérim;01/01/2020;15508
FR-93;GS1 Industrie;01/01/2020;1982
FR-93;GS2 Construction;01/01/2020;8251
FR-93;GS3 Commerce;01/01/2020;9172
FR-94;GS4 Hôtellerie-restauration;01/01/2020;3046
FR-94;GS7 Services non marchands;01/01/2020;2586
FR-94;GS6 Intérim;01/01/2020;181
FR-94;GS5 Autres services marchands hors intérim;01/01/2020;15215
FR-94;GS1 Industrie;01/01/2020;1548
FR-94;GS2 Construction;01/01/2020;5082
FR-94;GS3 Commerce;01/01/2020;6945
FR-95;GS7 Services non marchands;01/01/2020;2006
FR-95;GS1 Industrie;01/01/2020;1711
FR-95;GS6 Intérim;01/01/2020;206
FR-95;GS4 Hôtellerie-restauration;01/01/2020;2245
FR-95;GS2 Construction;01/01/2020;5042
FR-95;GS3 Commerce;01/01/2020;6012
FR-95;GS5 Autres services marchands hors intérim;01/01/2020;10843
FR-01;GS7 Services non marchands;01/01/2021;1188
FR-01;GS3 Commerce;01/01/2021;3551
FR-01;GS2 Construction;01/01/2021;2478
FR-01;GS1 Industrie;01/01/2021;2026
FR-01;GS4 Hôtellerie-restauration;01/01/2021;1389
FR-01;GS5 Autres services marchands hors intérim;01/01/2021;5450
FR-01;GS6 Intérim;01/01/2021;258
FR-02;GS7 Services non marchands;01/01/2021;982
FR-02;GS3 Commerce;01/01/2021;2275
FR-02;GS1 Industrie;01/01/2021;944
FR-02;GS6 Intérim;01/01/2021;119
FR-02;GS4 Hôtellerie-restauration;01/01/2021;837
FR-02;GS5 Autres services marchands hors intérim;01/01/2021;3093
FR-02;GS2 Construction;01/01/2021;1342
FR-03;GS2 Construction;01/01/2021;1024
FR-03;GS5 Autres services marchands hors intérim;01/01/2021;2582
FR-03;GS4 Hôtellerie-restauration;01/01/2021;750
FR-03;GS3 Commerce;01/01/2021;1984
FR-03;GS1 Industrie;01/01/2021;782
FR-03;GS7 Services non marchands;01/01/2021;841
FR-03;GS6 Intérim;01/01/2021;89
FR-04;GS1 Industrie;01/01/2021;418
FR-04;GS7 Services non marchands;01/01/2021;474
FR-04;GS5 Autres services marchands hors intérim;01/01/2021;1666
FR-04;GS6 Intérim;01/01/2021;168
FR-04;GS2 Construction;01/01/2021;736
FR-04;GS3 Commerce;01/01/2021;1146
FR-04;GS4 Hôtellerie-restauration;01/01/2021;751
FR-05;GS4 Hôtellerie-restauration;01/01/2021;968
FR-05;GS6 Intérim;01/01/2021;34
FR-05;GS1 Industrie;01/01/2021;366
FR-05;GS5 Autres services marchands hors intérim;01/01/2021;1893
FR-05;GS2 Construction;01/01/2021;657
FR-05;GS7 Services non marchands;01/01/2021;426
FR-05;GS3 Commerce;01/01/2021;1200
FR-06;GS7 Services non marchands;01/01/2021;3389
FR-06;GS2 Construction;01/01/2021;5102
FR-06;GS4 Hôtellerie-restauration;01/01/2021;5051
FR-06;GS6 Intérim;01/01/2021;292
FR-06;GS5 Autres services marchands hors intérim;01/01/2021;17120
FR-06;GS3 Commerce;01/01/2021;9054
FR-06;GS1 Industrie;01/01/2021;2096
FR-07;GS5 Autres services marchands hors intérim;01/01/2021;2594
FR-07;GS3 Commerce;01/01/2021;1805
FR-07;GS4 Hôtellerie-restauration;01/01/2021;900
FR-07;GS6 Intérim;01/01/2021;49
FR-07;GS2 Construction;01/01/2021;1256
FR-07;GS1 Industrie;01/01/2021;859
FR-07;GS7 Services non marchands;01/01/2021;833
FR-08;GS5 Autres services marchands hors intérim;01/01/2021;1667
FR-08;GS6 Intérim;01/01/2021;71
FR-08;GS7 Services non marchands;01/01/2021;597
FR-08;GS2 Construction;01/01/2021;738
FR-08;GS4 Hôtellerie-restauration;01/01/2021;489
FR-08;GS3 Commerce;01/01/2021;1220
FR-08;GS1 Industrie;01/01/2021;753
FR-09;GS4 Hôtellerie-restauration;01/01/2021;428
FR-09;GS3 Commerce;01/01/2021;920
FR-09;GS5 Autres services marchands hors intérim;01/01/2021;1324
FR-09;GS2 Construction;01/01/2021;535
FR-09;GS1 Industrie;01/01/2021;410
FR-09;GS7 Services non marchands;01/01/2021;367
FR-09;GS6 Intérim;01/01/2021;34
FR-10;GS1 Industrie;01/01/2021;674
FR-10;GS2 Construction;01/01/2021;945
FR-10;GS6 Intérim;01/01/2021;87
FR-10;GS7 Services non marchands;01/01/2021;716
FR-10;GS5 Autres services marchands hors intérim;01/01/2021;2395
FR-10;GS4 Hôtellerie-restauration;01/01/2021;628
FR-10;GS3 Commerce;01/01/2021;1764
FR-11;GS1 Industrie;01/01/2021;685
FR-11;GS4 Hôtellerie-restauration;01/01/2021;1098
FR-11;GS6 Intérim;01/01/2021;102
FR-11;GS3 Commerce;01/01/2021;2440
FR-11;GS7 Services non marchands;01/01/2021;860
FR-11;GS5 Autres services marchands hors intérim;01/01/2021;3175
FR-11;GS2 Construction;01/01/2021;1270
FR-12;GS1 Industrie;01/01/2021;910
FR-12;GS4 Hôtellerie-restauration;01/01/2021;722
FR-12;GS5 Autres services marchands hors intérim;01/01/2021;2464
FR-12;GS3 Commerce;01/01/2021;2046
FR-12;GS7 Services non marchands;01/01/2021;776
FR-12;GS6 Intérim;01/01/2021;56
FR-12;GS2 Construction;01/01/2021;1147
FR-13;GS7 Services non marchands;01/01/2021;5995
FR-13;GS4 Hôtellerie-restauration;01/01/2021;6444
FR-13;GS5 Autres services marchands hors intérim;01/01/2021;26158
FR-13;GS3 Commerce;01/01/2021;14919
FR-13;GS2 Construction;01/01/2021;7833
FR-13;GS1 Industrie;01/01/2021;4014
FR-13;GS6 Intérim;01/01/2021;862
FR-14;GS7 Services non marchands;01/01/2021;1580
FR-14;GS3 Commerce;01/01/2021;4371
FR-14;GS1 Industrie;01/01/2021;1451
FR-14;GS5 Autres services marchands hors intérim;01/01/2021;7229
FR-14;GS4 Hôtellerie-restauration;01/01/2021;2111
FR-14;GS2 Construction;01/01/2021;2374
FR-14;GS6 Intérim;01/01/2021;238
FR-15;GS3 Commerce;01/01/2021;1079
FR-15;GS2 Construction;01/01/2021;558
FR-15;GS6 Intérim;01/01/2021;22
FR-15;GS1 Industrie;01/01/2021;346
FR-15;GS7 Services non marchands;01/01/2021;378
FR-15;GS5 Autres services marchands hors intérim;01/01/2021;1167
FR-15;GS4 Hôtellerie-restauration;01/01/2021;455
FR-16;GS7 Services non marchands;01/01/2021;786
FR-16;GS5 Autres services marchands hors intérim;01/01/2021;2777
FR-16;GS3 Commerce;01/01/2021;2109
FR-16;GS4 Hôtellerie-restauration;01/01/2021;666
FR-16;GS2 Construction;01/01/2021;1261
FR-16;GS1 Industrie;01/01/2021;960
FR-16;GS6 Intérim;01/01/2021;116
FR-16;GS2 Construction;01/01/2021;1261
FR-17;GS2 Construction;01/01/2021;2688
FR-17;GS3 Commerce;01/01/2021;4456
FR-17;GS7 Services non marchands;01/01/2021;1408
FR-17;GS5 Autres services marchands hors intérim;01/01/2021;6326
FR-17;GS6 Intérim;01/01/2021;190
FR-17;GS1 Industrie;01/01/2021;1514
FR-17;GS4 Hôtellerie-restauration;01/01/2021;1979
FR-18;GS6 Intérim;01/01/2021;90
FR-18;GS5 Autres services marchands hors intérim;01/01/2021;2077
FR-18;GS2 Construction;01/01/2021;873
FR-18;GS1 Industrie;01/01/2021;706
FR-18;GS7 Services non marchands;01/01/2021;635
FR-18;GS4 Hôtellerie-restauration;01/01/2021;629
FR-18;GS3 Commerce;01/01/2021;1549
FR-19;GS7 Services non marchands;01/01/2021;611
FR-19;GS4 Hôtellerie-restauration;01/01/2021;617
FR-19;GS2 Construction;01/01/2021;876
FR-19;GS3 Commerce;01/01/2021;1612
FR-19;GS6 Intérim;01/01/2021;73
FR-19;GS1 Industrie;01/01/2021;656
FR-19;GS5 Autres services marchands hors intérim;01/01/2021;2085
FR-21;GS2 Construction;01/01/2021;1728
FR-21;GS1 Industrie;01/01/2021;1207
FR-21;GS7 Services non marchands;01/01/2021;1318
FR-21;GS6 Intérim;01/01/2021;216
FR-21;GS3 Commerce;01/01/2021;3330
FR-21;GS4 Hôtellerie-restauration;01/01/2021;1384
FR-21;GS5 Autres services marchands hors intérim;01/01/2021;5160
FR-22;GS2 Construction;01/01/2021;2058
FR-22;GS1 Industrie;01/01/2021;1258
FR-22;GS3 Commerce;01/01/2021;3349
FR-22;GS6 Intérim;01/01/2021;235
FR-22;GS7 Services non marchands;01/01/2021;1235
FR-22;GS5 Autres services marchands hors intérim;01/01/2021;4763
FR-22;GS4 Hôtellerie-restauration;01/01/2021;1510
FR-23;GS5 Autres services marchands hors intérim;01/01/2021;816
FR-23;GS4 Hôtellerie-restauration;01/01/2021;210
FR-23;GS7 Services non marchands;01/01/2021;283
FR-23;GS1 Industrie;01/01/2021;254
FR-23;GS2 Construction;01/01/2021;362
FR-23;GS3 Commerce;01/01/2021;617
FR-23;GS6 Intérim;01/01/2021;22
FR-24;GS4 Hôtellerie-restauration;01/01/2021;1246
FR-24;GS3 Commerce;01/01/2021;2678
FR-24;GS2 Construction;01/01/2021;1732
FR-24;GS6 Intérim;01/01/2021;96
FR-24;GS5 Autres services marchands hors intérim;01/01/2021;3373
FR-24;GS7 Services non marchands;01/01/2021;891
FR-24;GS1 Industrie;01/01/2021;1017
FR-25;GS2 Construction;01/01/2021;1478
FR-25;GS5 Autres services marchands hors intérim;01/01/2021;4552
FR-25;GS1 Industrie;01/01/2021;1355
FR-25;GS6 Intérim;01/01/2021;221
FR-25;GS4 Hôtellerie-restauration;01/01/2021;1107
FR-25;GS7 Services non marchands;01/01/2021;1326
FR-25;GS3 Commerce;01/01/2021;3069
FR-26;GS2 Construction;01/01/2021;2184
FR-26;GS5 Autres services marchands hors intérim;01/01/2021;5560
FR-26;GS4 Hôtellerie-restauration;01/01/2021;1432
FR-26;GS6 Intérim;01/01/2021;198
FR-26;GS7 Services non marchands;01/01/2021;1313
FR-26;GS1 Industrie;01/01/2021;1617
FR-26;GS3 Commerce;01/01/2021;3798
FR-27;GS2 Construction;01/01/2021;2013
FR-27;GS5 Autres services marchands hors intérim;01/01/2021;4285
FR-27;GS1 Industrie;01/01/2021;1219
FR-27;GS6 Intérim;01/01/2021;156
FR-27;GS7 Services non marchands;01/01/2021;1021
FR-27;GS4 Hôtellerie-restauration;01/01/2021;1136
FR-27;GS3 Commerce;01/01/2021;2821
FR-28;GS1 Industrie;01/01/2021;920
FR-28;GS2 Construction;01/01/2021;1441
FR-28;GS5 Autres services marchands hors intérim;01/01/2021;3301
FR-28;GS6 Intérim;01/01/2021;117
FR-28;GS7 Services non marchands;01/01/2021;807
FR-28;GS4 Hôtellerie-restauration;01/01/2021;772
FR-28;GS3 Commerce;01/01/2021;2149
FR-29;GS7 Services non marchands;01/01/2021;2052
FR-29;GS1 Industrie;01/01/2021;1900
FR-29;GS4 Hôtellerie-restauration;01/01/2021;2464
FR-29;GS3 Commerce;01/01/2021;5071
FR-29;GS2 Construction;01/01/2021;2707
FR-29;GS6 Intérim;01/01/2021;312
FR-29;GS5 Autres services marchands hors intérim;01/01/2021;7571
FR-2A;GS1 Industrie;01/01/2021;391
FR-2A;GS3 Commerce;01/01/2021;1415
FR-2A;GS7 Services non marchands;01/01/2021;386
FR-2A;GS4 Hôtellerie-restauration;01/01/2021;1070
FR-2A;GS5 Autres services marchands hors intérim;01/01/2021;2209
FR-2A;GS6 Intérim;01/01/2021;15
FR-2A;GS2 Construction;01/01/2021;1168
FR-2B;GS7 Services non marchands;01/01/2021;432
FR-2B;GS4 Hôtellerie-restauration;01/01/2021;892
FR-2B;GS3 Commerce;01/01/2021;1604
FR-2B;GS6 Intérim;01/01/2021;12
FR-2B;GS2 Construction;01/01/2021;1167
FR-2B;GS1 Industrie;01/01/2021;461
FR-2B;GS5 Autres services marchands hors intérim;01/01/2021;2187
FR-30;GS1 Industrie;01/01/2021;1531
FR-30;GS7 Services non marchands;01/01/2021;1827
FR-30;GS6 Intérim;01/01/2021;152
FR-30;GS5 Autres services marchands hors intérim;01/01/2021;6910
FR-30;GS2 Construction;01/01/2021;2977
FR-30;GS3 Commerce;01/01/2021;4792
FR-30;GS4 Hôtellerie-restauration;01/01/2021;1967
FR-31;GS4 Hôtellerie-restauration;01/01/2021;3534
FR-31;GS3 Commerce;01/01/2021;8510
FR-31;GS5 Autres services marchands hors intérim;01/01/2021;17798
FR-31;GS2 Construction;01/01/2021;4828
FR-31;GS1 Industrie;01/01/2021;2599
FR-31;GS7 Services non marchands;01/01/2021;3608
FR-31;GS6 Intérim;01/01/2021;525
FR-32;GS7 Services non marchands;01/01/2021;449
FR-32;GS5 Autres services marchands hors intérim;01/01/2021;1655
